timestamp,pond_id,OD_mg_L,Temp_C,pH,Conductivity_uScm,PAR_umol_m2s,Ammonia_mg_L,Nitrite_mg_L,Turbidity_NTU,Chlorophyll_ug_L,AirPressure_hPa,Wind_m_s,Rain_mm,Flow_m3_h,Lirio_Coverage_pct,Aerator_Status
01/08/25 0:00,Pond_C,7.149014246,26.140495933867516,7.523561455810857,496.93605654757806,0,0.6162881268667413,0.13836436567006705,18.677425793446947,33.99133497956793,1012.8715298560653,0.20941501334002233,0,105.59577061510467,10.072724627403288,1
01/08/25 0:05,Pond_A,7.024151397154547,25.776213771946082,7.583653784277925,498.33514873071834,0,0.6673473857485325,0.21190918383975615,9.980688177966233,36.38402447230986,1013.1740682044252,0.30343987789194693,0,91.86469650633764,10.198241856945337,1
01/08/25 0:10,Pond_A,7.325284934583978,26.071023972119445,7.365272757719372,501.9766318169349,114.93708245296051,0.5681021558703707,0.1088267008814074,23.17709015104613,31.54177657509729,1015.5452926466158,1.5145078577142597,0,98.98621744,8.636464293665504,0
01/08/25 0:15,Pond_C,7.652670232322049,26.016022282694195,7.634064610572464,502.49322075143084,99.74042299,0.42031680520441533,0.10253416019409013,13.803708025732638,30.12599180029643,1006.2593319980462,2.366149268842842,0,95.07227271757063,10.826124116674764,1
01/08/25 0:20,Pond_C,7.189454035648668,26.055152205476034,7.560087234545552,504.3872655115689,31.249394227895294,0.5899687951752641,0.11902901970561337,20.299663151331643,31.725318172020124,1011.1798991157041,0.19800387418018772,0,126.33537940031604,11.040309337744146,0
01/08/25 0:25,Pond_A,7.252277897806007,26.861779801798335,7.491244615106506,511.41914140125635,194.6781776642386,0.4848643106208171,0.10484101085828623,21.386884689790957,32.59536262834784,1013.6338510768384,1.6002158590786955,0,105.31744883125658,9.325065862509913,1
01/08/25 0:30,Pond_B,7.857711053038009,26.702421235597605,7.602571698556759,500.75691614665436,147.53430560843304,0.4971383318250243,0.15999709509710253,26.803292979193255,30.34224034675673,1016.6002368692806,1.579001714786063,0,101.8676205484824,9.043090656226243,1
01/08/25 0:35,Pond_B,7.673950256612832,26.264142339245172,7.772864071046102,497.9236504618095,98.58231007931235,0.6086364018755093,0.03918447,13.455898004404439,34.73725696580865,1011.5242926574814,3.1106702225667586,0,104.72663056076713,9.773659835014682,0
01/08/25 0:40,Pond_C,7.360736815850233,27.146788079073158,7.570460736,495.2919675761534,6.217683236874592,0.6738283071433635,0.067315879,5,31.76992525,1007.3703418818744,1.691982550629709,0,113.79162588197498,10.111461147030319,1
01/08/25 0:45,Pond_A,7.720043611420952,26.936694862036873,7.583550441249926,498.8072749889765,262.0834683,0.5521271576736062,0.066609854,20.919247723768475,32.46786627866622,1014.8591343378984,2.3063911877927428,0,99.16619855561534,9.834339458590913,0
01/08/25 0:50,Pond_B,7.471543765021783,27.27515783265825,7.519218418038884,502.5695780488651,94.38840914475256,0.5808833012598964,0.1675153795986788,29.002555907554267,32.96642803007702,1011.0939128335231,2.113005712069971,0,94.10090702134244,10.04853658204969,1
01/08/25 0:55,Pond_B,7.521510826,27.26880651,7.486564969936885,511.98120802102073,97.90815328552993,0.7202214944635238,0.20553066862909627,26.19473176469719,32.63951150138067,1009.4310000227289,0.2955468161542394,0,108.44283228097417,10.34187553420969,0
01/08/25 1:00,Pond_A,7.7816278660738645,26.624302686801638,7.660943596074125,500.69347788011424,247.59608133113665,0.5740753179488568,0.11477753907312643,21.048297076373128,33.635493754935645,1011.1269638308603,2.6145657733053898,0,98.25055433998688,8.763071742470107,1
01/08/25 1:05,Pond_A,7.179807141801953,26.843019908769637,7.498624899574223,504.67349150573386,334.72110827721167,0.8101683114180395,0.11155891384049947,17.541819071839765,30.883853095928867,1012.4464239270325,2.1723172043650303,0,89.30104670919496,8.888987269055448,1
01/08/25 1:10,Pond_B,7.277817521519517,27.5805292,7.5976728033004965,503.74534816146104,298.1875672538377,0.6065509645631544,0.12350260815565908,24.035612983186553,31.161931581139317,1011.1857660063854,2.4066149117396716,0,87.35313568243942,7.430946688654931,1
01/08/25 1:15,Pond_A,7.664678937437577,27.595261072279776,7.548989950790716,510.0422252502413,273.38238489783225,0.3739237240844182,0.17809391513040954,15.132269001477656,30.237787965843015,1006.3833018287028,5,0,115.29296550839533,11.106710456865935,1
