timestamp,pond_id,OD_mg_L,Temp_C,pH,Conductivity_uScm,PAR_umol_m2s,Ammonia_mg_L,Nitrite_mg_L,Turbidity_NTU,Chlorophyll_ug_L,AirPressure_hPa,Wind_m_s,Rain_mm,Flow_m3_h,Lirio_Coverage_pct,Aerator_Status
01/08/25 0:00,Pond_C,7.149014246,26.140495933867516,7.523561455810857,496.93605654757806,0.0,0.6162881268667413,0.138364365670067,18.677425793446947,33.99133497956793,1012.8715298560652,0.2094150133400223,0,105.59577061510468,10.072724627403288,1
01/08/25 0:00,Pond_D,7.038538627601783,26.05106313190892,7.5180951999924845,507.3298292607749,0.0,0.3959591169727442,0.02491735441410687,28.62439781646333,29.385209601830628,1005.4113197669172,0.0993029773604537,0,114.74891209825061,13.705661340859718,1
01/08/25 0:00,Pond_E,7.87686913906303,26.14053388839034,7.742039475457135,538.5448719959815,0.0,0.6770313096344416,0.02676103438692,15.97082702272082,23.789192985143387,1005.4113197669172,5.0,0,110.04929971838907,12.64887395304857,1
01/08/25 0:00,Pond_F,8.41172967118045,22.0,7.651105683819003,495.2919675761534,0.0,0.4057903817200337,0.24346284502016502,6.831688731422106,31.378372100209372,1020.0,2.2842566874844867,0,93.50756197222908,12.32585097041703,1
01/08/25 0:00,Pond_G,7.496020458858615,23.31709956976202,8.054532034917942,512.8927739510087,0.0,0.5116075349737941,0.07951866747469032,6.659225073317889,32.11936417249905,1005.4113197669172,3.014744131050982,0,113.13492364554936,9.422001685881277,0
01/08/25 0:00,Pond_H,8.54043932336614,24.102391664485303,7.747749874062656,549.7979460396483,0.0,0.43921962641167583,0.1182246862191387,20.49280341157444,16.334850260646746,1020.0,0.4929049642724075,0,97.20399814044252,13.080509663369018,0
01/08/25 0:00,Pond_I,7.205156568386656,23.54831999855877,8.054532034917942,541.0112292599316,0.0,0.6794672364133504,0.23023098569549594,17.5104092460207,24.40004697403333,1020.0,4.182594768020897,0,78.54321129906809,12.38002609864118,0
01/08/25 0:00,Pond_J,7.397215260832232,26.95517576680923,7.766340536781353,536.0768148092789,0.0,0.7685768403053294,0.17725653100502317,27.59450433994834,24.666549063733967,1005.4113197669172,2.7309235722978094,0,113.43374684711264,8.02162449841081,1
01/08/25 0:00,Pond_K,7.000009118724778,22.2906509853739,8.054532034917942,533.8304372312987,0.0,0.33811471830102924,0.16236732467741544,8.562208497208612,19.927471404837643,1005.4113197669172,1.4916033956486179,0,95.80391344600628,11.134139975746082,0
01/08/25 0:00,Pond_L,7.331287300057498,26.82099264602817,7.54620050320092,495.2919675761534,0.0,0.5710060063128402,0.16632394463024802,8.672020482326726,16.334850260646746,1020.0,1.7182617226110088,1,99.04247367685564,15.162913410496923,1
01/08/25 0:00,Pond_M,6.669547725311093,26.38906880853205,7.568625922524463,521.8899428372046,0.0,0.5790915990188586,0.07355018100701308,20.156956624724046,28.208288242097847,1005.4113197669172,3.2088173407425638,0,126.4503679041516,10.605193430059437,1
01/08/25 0:00,Pond_N,6.50787286774063,26.105407720846053,7.382624148107535,547.0171651947404,0.0,0.5503624291027538,0.023475883653495674,33.45542973822805,31.60030548941561,1020.0,2.758867581942663,0,111.35023686088634,9.034177489642271,0
01/08/25 0:00,Pond_O,8.514517931931255,23.706893274021795,8.054532034917942,512.3928175860472,0.0,0.7469964920870054,0.04288164566140902,19.73025355043268,29.74232414157566,1005.4113197669172,4.429421760432277,0,96.23536500375928,11.419620035653326,0
01/08/25 0:05,Pond_A,7.024151397154547,25.77621377194608,7.583653784277925,498.33514873071834,0.0,0.6673473857485325,0.2119091838397561,9.980688177966233,36.38402447230986,1013.1740682044252,0.3034398778919469,0,91.86469650633764,10.198241856945335,1
01/08/25 0:05,Pond_D,6.732674541676157,28.270952866111326,7.698664046752008,517.9402916658458,0.0,0.3396925370743552,0.025280020729019387,32.19245964134745,28.37469398789453,1020.0,0.10484258752198816,0,120.82971988521926,13.380168062681797,1
